Station_Name,SAINT JOHN
Station_Number,65
Latitude_Decimal_Degrees,45.251
Longitude_Decimal_Degrees,66.063
Datum,CD
Time_Zone,AST
SLEV=Observed Water Level
Obs_date,SLEV(metres)
1966/09/19,4.388,
1966/09/20,4.44,
1966/09/21,4.418,
1966/09/22,4.605,
1966/09/23,4.663,
1966/09/24,4.52,
1966/09/25,4.37,
1966/09/26,4.305,
1966/09/27,4.277,
1966/09/28,4.336,
1966/09/29,4.351,
1966/09/30,4.405,
1966/10/01,4.305,
1966/10/02,4.314,
1966/10/03,4.265,
1966/10/04,4.383,
1966/10/05,4.501,
1966/10/06,4.491,
1966/10/07,4.424,
1966/10/08,4.407,
1966/10/09,4.462,
1966/10/10,4.45,
1966/10/11,4.388,
1966/10/12,4.343,
1966/10/13,4.124,
1966/10/14,4.003,
1966/10/15,4.045,
1966/10/16,4.209,
1966/10/17,4.348,
1966/10/18,4.307,
1966/10/19,4.39,
1966/10/20,4.624,
1966/10/21,4.26,
1966/10/22,4.356,
1966/10/23,4.38,
1966/10/24,4.32,
1966/10/25,4.334,
1966/10/26,4.307,
1966/10/27,4.311,
1966/10/28,4.301,
1966/10/29,4.377,
1966/10/30,4.2,
1966/10/31,4.256,
1966/11/01,4.279,
1966/11/02,4.251,
1966/11/03,4.481,
1966/11/04,4.435,
1966/11/05,4.319,
1966/11/06,4.395,
1966/11/07,4.49,
1966/11/08,4.45,
1966/11/09,4.395,
1966/11/10,4.308,
1966/11/11,4.208,
1966/11/12,4.209,
1966/11/13,4.125,
1966/11/14,4.26,
1966/11/15,4.326,
1966/11/16,4.328,
1966/11/17,4.435,
1966/11/18,4.435,
1966/11/19,4.399,
1966/11/20,4.35,
1966/11/21,4.322,
1966/11/22,4.327,
1966/11/23,4.348,
1966/11/24,4.355,
1966/11/25,4.324,
1966/11/26,4.34,
1966/11/27,4.385,
1966/11/28,4.405,
1966/11/29,4.407,
1966/11/30,4.455,
1966/12/01,4.282,
1966/12/02,4.4,
1966/12/03,4.336,
1966/12/04,4.285,
1966/12/05,4.412,
1966/12/06,4.437,
1966/12/07,4.464,
1966/12/08,4.39,
1966/12/09,4.405,
1966/12/10,4.262,
1966/12/11,4.29,
1966/12/12,4.163,
1966/12/13,4.166,
1966/12/14,4.309,
1966/12/15,4.324,
1966/12/16,4.514,
1966/12/17,4.501,
1966/12/18,4.61,
1966/12/19,4.495,
1966/12/20,4.55,
1966/12/21,4.57,
1966/12/22,4.528,
1966/12/23,4.351,
1966/12/24,4.296,
1966/12/25,4.656,
1966/12/26,4.25,
1966/12/27,4.279,
1966/12/28,4.171,
1966/12/29,4.455,
1966/12/30,4.299,
1966/12/31,4.188,
1967/01/01,4.423,
1967/01/02,4.641,
1967/01/03,4.623,
1967/01/04,4.538,
1967/01/05,4.623,
1967/01/06,4.38,
1967/01/07,4.225,
1967/01/08,4.278,
1967/01/09,4.22,
1967/01/10,4.265,
1967/01/11,4.371,
1967/01/12,4.301,
1967/01/13,4.391,
1967/01/14,4.486,
1967/01/15,4.52,
1967/01/16,4.396,
1967/01/17,4.383,
1967/01/18,4.309,
1967/01/19,4.187,
1967/01/20,4.391,
1967/01/21,4.337,
1967/01/22,4.316,
1967/01/23,4.317,
1967/01/24,4.324,
1967/01/25,4.303,
1967/01/26,4.267,
1967/01/27,4.255,
1967/01/28,4.664,
1967/01/29,4.552,
1967/01/30,4.487,
1967/01/31,4.435,
1967/02/01,4.551,
1967/02/02,4.549,
1967/02/03,4.474,
1967/02/04,4.539,
1967/02/05,4.578,
1967/02/06,4.385,
1967/02/07,4.245,
1967/02/08,4.273,
1967/02/09,4.237,
1967/02/10,4.474,
1967/02/11,4.569,
1967/02/12,4.18,
1967/02/13,4.089,
1967/02/14,4.381,
1967/02/15,4.407,
1967/02/16,4.54,
1967/02/17,4.18,
1967/02/18,4.311,
1967/02/19,4.321,
1967/02/20,4.358,
1967/02/21,4.581,
1967/02/22,4.083,
1967/02/23,4.385,
1967/02/24,4.235,
1967/02/25,4.183,
1967/02/26,4.216,
1967/02/27,4.228,
1967/02/28,4.465,
1967/03/01,4.415,
1967/03/02,4.366,
1967/03/03,4.458,
1967/03/04,4.484,
1967/03/05,4.264,
1967/03/06,4.303,
1967/03/07,4.334,
1967/03/08,4.151,
1967/03/09,4.195,
1967/03/10,4.153,
1967/03/11,4.295,
1967/03/12,4.182,
1967/03/13,4.247,
1967/03/14,4.233,
1967/03/15,4.308,
1967/03/16,4.45,
1967/03/17,4.329,
1967/03/18,4.357,
1967/03/19,4.165,
1967/03/20,4.293,
1967/03/21,4.274,
1967/03/22,4.329,
1967/03/23,4.282,
1967/03/24,4.273,
1967/03/25,4.171,
1967/03/26,4.158,
1967/03/27,4.189,
1967/03/28,4.245,
1967/03/29,4.26,
1967/03/30,4.31,
1967/03/31,4.378,
1967/04/01,4.38,
1967/04/02,4.44,
1967/04/03,4.495,
1967/04/04,4.272,
1967/04/05,4.352,
1967/04/06,4.166,
1967/04/07,4.305,
1967/04/08,4.243,
1967/04/09,4.225,
1967/04/10,4.39,
1967/04/11,4.225,
1967/04/12,4.261,
1967/04/13,4.296,
1967/04/14,4.308,
1967/04/15,4.385,
1967/04/16,4.433,
1967/04/17,4.474,
1967/04/18,4.579,
1967/04/19,4.591,
1967/04/20,4.543,
1967/04/21,4.424,
1967/04/22,4.402,
1967/04/23,4.415,
1967/04/24,4.258,
1967/04/25,4.32,
1967/04/26,4.298,
1967/04/27,4.411,
1967/04/28,4.59,
1967/04/29,4.633,
1967/04/30,4.59,
1967/05/01,4.584,
1967/05/02,4.512,
1967/05/03,4.504,
1967/05/04,4.41,
1967/05/05,4.34,
1967/05/06,4.358,
1967/05/07,4.411,
1967/05/08,4.676,
1967/05/09,4.613,
1967/05/10,4.584,
1967/05/11,4.499,
1967/05/12,4.503,
1967/05/13,4.459,
1967/05/14,4.58,
1967/05/15,4.664,
1967/05/16,4.779,
1967/05/17,4.718,
1967/05/18,4.672,
1967/05/19,4.63,
1967/05/20,4.613,
1967/05/21,4.439,
1967/05/22,4.32,
1967/05/23,4.299,
1967/05/24,4.268,
1967/05/25,4.368,
1967/05/26,4.503,
1967/05/27,4.624,
1967/05/28,4.737,
1967/05/29,4.573,
1967/05/30,4.762,
1967/05/31,4.676,
1967/06/01,4.568,
1967/06/02,4.509,
1967/06/03,4.399,
1967/06/04,4.322,
1967/06/05,4.324,
1967/06/06,4.295,
1967/06/07,4.343,
1967/06/08,4.298,
1967/06/09,4.322,
1967/06/10,4.375,
1967/06/11,4.372,
1967/06/12,4.39,
1967/06/13,4.462,
1967/06/14,4.516,
1967/06/15,4.557,
1967/06/16,4.558,
1967/06/17,4.528,
1967/06/18,4.373,
1967/06/19,4.291,
1967/06/20,4.29,
1967/06/21,4.267,
1967/06/22,4.254,
1967/06/23,4.297,
1967/06/24,4.302,
1967/06/25,4.444,
1967/06/26,4.488,
1967/06/27,4.465,
1967/06/28,4.447,
1967/06/29,4.471,
1967/06/30,4.479,
1967/07/01,4.531,
1967/07/02,4.459,
1967/07/03,4.485,
1967/07/04,4.418,
1967/07/05,4.367,
1967/07/06,4.286,
1967/07/07,4.234,
1967/07/08,4.229,
1967/07/09,4.258,
1967/07/10,4.35,
1967/07/11,4.41,
1967/07/12,4.481,
1967/07/13,4.556,
1967/07/14,4.57,
1967/07/15,4.491,
1967/07/16,4.414,
1967/07/17,4.363,
1967/07/18,4.254,
1967/07/19,4.198,
1967/07/20,4.167,
1967/07/21,4.145,
1967/07/22,4.178,
1967/07/23,4.258,
1967/07/24,4.339,
1967/07/25,4.392,
1967/07/26,4.459,
1967/07/27,4.436,
1967/07/28,4.457,
1967/07/29,4.504,
1967/07/30,4.451,
1967/07/31,4.427,
1967/08/01,4.445,
1967/08/02,4.404,
1967/08/03,4.351,
1967/08/04,4.36,
1967/08/05,4.297,
1967/08/06,4.29,
1967/08/07,4.322,
1967/08/08,4.286,
1967/08/09,4.337,
1967/08/10,4.482,
1967/08/11,4.48,
1967/08/12,4.428,
1967/08/13,4.511,
1967/08/14,4.517,
1967/08/15,4.403,
1967/08/16,4.31,
1967/08/17,4.297,
1967/08/18,4.285,
1967/08/19,4.271,
1967/08/20,4.276,
1967/08/21,4.25,
1967/08/22,4.32,
1967/08/23,4.271,
1967/08/24,4.238,
1967/08/25,4.257,
1967/08/26,4.331,
1967/08/27,4.422,
1967/08/28,4.446,
1967/08/29,4.449,
1967/08/30,4.413,
1967/08/31,4.385,
1967/09/01,4.27,
1967/09/02,4.301,
1967/09/03,4.236,
1967/09/04,4.186,
1967/09/05,4.069,
1967/09/06,4.178,
1967/09/07,4.218,
1967/09/08,4.26,
1967/09/09,4.338,
1967/09/10,4.401,
1967/09/11,4.385,
1967/09/12,4.43,
1967/09/13,4.352,
1967/09/14,4.323,
1967/09/15,4.277,
1967/09/16,4.198,
1967/09/17,4.228,
1967/09/18,4.26,
1967/09/19,4.254,
1967/09/20,4.22,
1967/09/21,4.256,
1967/09/22,4.396,
1967/09/23,4.425,
1967/09/24,4.526,
1967/09/25,4.495,
1967/09/26,4.393,
1967/09/27,4.438,
1967/09/28,4.474,
1967/09/29,4.483,
1967/09/30,4.419,
1967/10/01,4.343,
1967/10/02,4.298,
1967/10/03,4.281,
1967/10/04,4.202,
1967/10/05,4.281,
1967/10/06,4.365,
1967/10/07,4.309,
1967/10/08,4.408,
1967/10/09,4.551,
1967/10/10,4.615,
1967/10/11,4.595,
1967/10/12,4.459,
1967/10/13,4.385,
1967/10/14,4.331,
1967/10/15,4.305,
1967/10/16,4.313,
1967/10/17,4.278,
1967/10/18,4.416,
1967/10/19,4.455,
1967/10/20,4.354,
1967/10/21,4.389,
1967/10/22,4.356,
1967/10/23,4.328,
1967/10/24,4.38,
1967/10/25,4.398,
1967/10/26,4.618,
1967/10/27,4.527,
1967/10/28,4.529,
1967/10/29,4.38,
1967/10/30,4.321,
1967/10/31,4.343,
1967/11/01,4.221,
1967/11/02,4.257,
1967/11/03,4.314,
1967/11/04,4.395,
1967/11/05,4.478,
1967/11/06,4.423,
1967/11/07,4.444,
1967/11/08,4.504,
1967/11/09,4.375,
1967/11/10,4.407,
1967/11/11,4.297,
1967/11/12,4.384,
1967/11/13,4.395,
1967/11/14,4.38,
1967/11/15,4.322,
1967/11/16,4.168,
1967/11/17,4.274,
1967/11/18,4.408,
1967/11/19,4.444,
1967/11/20,4.303,
1967/11/21,4.293,
1967/11/22,4.381,
1967/11/23,4.598,
1967/11/24,4.82,
1967/11/25,4.675,
1967/11/26,4.573,
1967/11/27,4.488,
1967/11/28,4.403,
1967/11/29,4.248,
1967/11/30,4.185,
1967/12/01,4.172,
1967/12/02,4.192,
1967/12/03,4.341,
1967/12/04,4.362,
1967/12/05,4.4,
1967/12/06,4.442,
1967/12/07,4.489,
1967/12/08,4.542,
1967/12/09,4.493,
1967/12/10,4.338,
1967/12/11,4.327,
1967/12/12,4.542,
1967/12/13,4.355,
1967/12/14,4.233,
1967/12/15,4.351,
1967/12/16,4.415,
1967/12/17,4.398,
1967/12/18,4.356,
1967/12/19,4.361,
1967/12/20,4.325,
1967/12/21,4.344,
1967/12/22,4.556,
1967/12/23,4.455,
1967/12/24,4.445,
1967/12/25,4.459,
1967/12/26,4.568,
1967/12/27,4.294,
1967/12/28,4.239,
1967/12/29,4.362,
1967/12/30,4.154,
1967/12/31,4.188,
1968/01/01,4.16,
1968/01/02,4.09,
1968/01/03,4.323,
1968/01/04,4.515,
1968/01/05,4.287,
1968/01/06,4.134,
1968/01/07,4.335,
1968/01/08,4.268,
1968/01/09,4.31,
1968/01/10,4.259,
1968/01/11,4.149,
1968/01/12,4.12,
1968/01/13,4.198,
1968/01/14,4.208,
1968/01/15,4.449,
1968/01/16,4.232,
1968/01/17,4.167,
1968/01/18,4.167,
1968/01/19,4.354,
1968/01/20,4.43,
1968/01/21,4.532,
1968/01/22,4.484,
1968/01/23,4.603,
1968/01/24,4.57,
1968/01/25,4.444,
1968/01/26,4.413,
1968/01/27,4.202,
1968/01/28,4.137,
1968/01/29,4.103,
1968/01/30,4.202,
1968/01/31,4.153,
1968/02/01,4.203,
1968/02/02,4.322,
1968/02/03,4.5,
1968/02/04,4.43,
1968/02/05,4.459,
1968/02/06,4.473,
1968/02/07,4.413,
1968/02/08,4.508,
1968/02/09,4.51,
1968/02/10,4.462,
1968/02/11,4.508,
1968/02/12,4.42,
1968/02/13,4.383,
1968/02/14,4.325,
1968/02/15,4.3,
1968/02/16,4.349,
1968/02/17,4.418,
1968/02/18,4.29,
1968/02/19,4.312,
1968/02/20,4.496,
1968/02/21,4.593,
1968/02/22,4.478,
1968/02/23,4.383,
1968/02/24,4.295,
1968/02/25,4.281,
1968/02/26,4.285,
1968/02/27,4.216,
1968/02/28,4.22,
1968/02/29,4.288,
1968/03/01,4.647,
1968/03/02,4.46,
1968/03/03,4.433,
1968/03/04,4.507,
1968/03/05,4.515,
1968/03/06,4.432,
1968/03/07,4.38,
1968/03/08,4.459,
1968/03/09,4.478,
1968/03/10,4.47,
1968/03/11,4.41,
1968/03/12,4.192,
1968/03/13,4.455,
1968/03/14,4,
1968/03/15,4.013,
1968/03/16,3.985,
1968/03/17,4.06,
1968/03/18,4.134,
1968/03/19,4.227,
1968/03/20,4.324,
1968/03/21,4.371,
1968/03/22,4.425,
1968/03/23,4.353,
1968/03/24,4.463,
1968/03/25,4.157,
1968/03/26,4.078,
1968/03/27,4.101,
1968/03/28,4.17,
1968/03/29,4.239,
1968/03/30,4.337,
1968/03/31,4.284,
1968/04/01,4.43,
1968/04/02,4.383,
1968/04/03,4.41,
1968/04/04,4.531,
1968/04/05,4.564,
1968/04/06,4.412,
1968/04/07,4.43,
1968/04/08,4.471,
1968/04/09,4.518,
1968/04/10,4.442,
1968/04/11,4.343,
1968/04/12,4.318,
1968/04/13,4.244,
1968/04/14,4.256,
1968/04/15,4.456,
1968/04/16,4.464,
1968/04/17,4.477,
1968/04/18,4.545,
1968/04/19,4.653,
1968/04/20,4.667,
1968/04/21,4.683,
1968/04/22,4.58,
1968/04/23,4.476,
1968/04/24,4.443,
1968/04/25,4.582,
1968/04/26,4.492,
1968/04/27,4.444,
1968/04/28,4.478,
1968/04/29,4.459,
1968/04/30,4.534,
1968/05/01,4.823,
1968/05/02,4.686,
1968/05/03,4.656,
1968/05/04,4.657,
1968/05/05,4.645,
1968/05/06,4.612,
1968/05/07,4.479,
1968/05/08,4.37,
1968/05/09,4.386,
1968/05/10,4.366,
1968/05/11,4.227,
1968/05/12,4.217,
1968/05/13,4.218,
1968/05/14,4.22,
1968/05/15,4.333,
1968/05/16,4.49,
1968/05/17,4.572,
1968/05/18,4.64,
1968/05/19,4.633,
1968/05/20,4.605,
1968/05/21,4.511,
1968/05/22,4.413,
1968/05/23,4.341,
1968/05/24,4.354,
1968/05/25,4.372,
1968/05/26,4.3,
1968/05/27,4.337,
1968/05/28,4.294,
1968/05/29,4.284,
1968/05/30,4.448,
1968/05/31,4.5,
1968/06/01,4.441,
1968/06/02,4.467,
1968/06/03,4.543,
1968/06/04,4.575,
1968/06/05,4.575,
1968/06/06,4.535,
1968/06/07,4.431,
1968/06/08,4.357,
1968/06/09,4.258,
1968/06/10,4.218,
1968/06/11,4.192,
1968/06/12,4.293,
1968/06/13,4.358,
1968/06/14,4.379,
1968/06/15,4.468,
1968/06/16,4.487,
1968/06/17,4.48,
1968/06/18,4.487,
1968/06/19,4.449,
1968/06/20,4.509,
1968/06/21,4.444,
1968/06/22,4.331,
1968/06/23,4.309,
1968/06/24,4.333,
1968/06/25,4.325,
1968/06/26,4.372,
1968/06/27,4.295,
1968/06/28,4.325,
1968/06/29,4.422,
1968/06/30,4.479,
1968/07/01,4.505,
1968/07/02,4.53,
1968/07/03,4.485,
1968/07/04,4.453,
1968/07/05,4.464,
1968/07/06,4.389,
1968/07/07,4.349,
1968/07/08,4.243,
1968/07/09,4.196,
1968/07/10,4.159,
1968/07/11,4.186,
1968/07/12,4.306,
1968/07/13,4.366,
1968/07/14,4.395,
1968/07/15,4.457,
1968/07/16,4.52,
1968/07/17,4.543,
1968/07/18,4.493,
1968/07/19,4.507,
1968/07/20,4.443,
1968/07/21,4.413,
1968/07/22,4.338,
1968/07/23,4.355,
1968/07/24,4.301,
1968/07/25,4.358,
1968/07/26,4.317,
1968/07/27,4.318,
1968/07/28,4.437,
1968/07/29,4.443,
1968/07/30,4.362,
1968/07/31,4.367,
1968/08/01,4.408,
1968/08/02,4.43,
1968/08/03,4.411,
1968/08/04,4.377,
1968/08/05,4.305,
1968/08/06,4.257,
1968/08/07,4.255,
1968/08/08,4.25,
1968/08/09,4.238,
1968/08/10,4.373,
1968/08/11,4.428,
1968/08/12,4.417,
1968/08/13,4.425,
1968/08/14,4.5,
1968/08/15,4.486,
1968/08/16,4.43,
1968/08/17,4.487,
1968/08/18,4.424,
1968/08/19,4.365,
1968/08/20,4.416,
1968/08/21,4.378,
1968/08/22,4.365,
1968/08/23,4.315,
1968/08/24,4.328,
1968/08/25,4.383,
1968/08/26,4.372,
1968/08/27,4.353,
1968/08/28,4.329,
1968/08/29,4.365,
1968/08/30,4.409,
1968/08/31,4.46,
1968/09/01,4.454,
1968/09/02,4.404,
1968/09/03,4.326,
1968/09/04,4.195,
1968/09/05,4.107,
1968/09/06,4.117,
1968/09/07,4.116,
1968/09/08,4.079,
1968/09/09,4.154,
1968/09/10,4.218,
1968/09/11,4.321,
1968/09/12,4.502,
1968/09/13,4.485,
1968/09/14,4.407,
1968/09/15,4.368,
1968/09/16,4.375,
1968/09/17,4.365,
1968/09/18,4.335,
1968/09/19,4.282,
1968/09/20,4.214,
1968/09/21,4.215,
1968/09/22,4.24,
1968/09/23,4.236,
1968/09/24,4.241,
1968/09/25,4.332,
1968/09/26,4.381,
1968/09/27,4.445,
1968/09/28,4.515,
1968/09/29,4.523,
1968/09/30,4.489,
1968/10/01,4.416,
1968/10/02,4.319,
1968/10/03,4.316,
1968/10/04,4.324,
1968/10/05,4.204,
1968/10/06,4.116,
1968/10/07,4.154,
1968/10/08,4.265,
1968/10/09,4.225,
1968/10/10,4.299,
1968/10/11,4.288,
1968/10/12,4.328,
1968/10/13,4.39,
1968/10/14,4.366,
1968/10/15,4.346,
1968/10/16,4.326,
1968/10/17,4.354,
1968/10/18,4.327,
1968/10/19,4.229,
1968/10/20,4.419,
1968/10/21,4.27,
1968/10/22,4.195,
1968/10/23,4.29,
1968/10/24,4.305,
1968/10/25,4.488,
1968/10/26,4.62,
1968/10/27,4.485,
1968/10/28,4.594,
1968/10/29,4.681,
1968/10/30,4.518,
1968/10/31,4.426,
1968/11/01,4.263,
1968/11/02,4.266,
1968/11/03,4.267,
1968/11/04,4.218,
1968/11/05,4.268,
1968/11/06,4.273,
1968/11/07,4.273,
1968/11/08,4.414,
1968/11/09,4.393,
1968/11/10,4.455,
1968/11/11,4.37,
1968/11/12,4.592,
1968/11/13,4.714,
1968/11/14,4.477,
1968/11/15,4.4,
1968/11/16,4.467,
1968/11/17,4.373,
1968/11/18,4.344,
1968/11/19,4.477,
1968/11/20,4.264,
1968/11/21,4.152,
1968/11/22,4.318,
1968/11/23,4.28,
1968/11/24,4.488,
1968/11/25,4.56,
1968/11/26,4.528,
1968/11/27,4.523,
1968/11/28,4.51,
1968/11/29,4.454,
1968/11/30,4.372,
1968/12/01,4.234,
1968/12/02,4.268,
1968/12/03,4.298,
1968/12/04,4.398,
1968/12/05,4.674,
1968/12/06,4.37,
1968/12/07,4.321,
1968/12/08,4.417,
1968/12/09,4.308,
1968/12/10,4.313,
1968/12/11,4.376,
1968/12/12,4.402,
1968/12/13,4.458,
1968/12/14,4.468,
1968/12/15,4.657,
1968/12/16,4.661,
1968/12/17,4.431,
1968/12/18,4.256,
1968/12/19,4.2,
1968/12/20,4.266,
1968/12/21,4.344,
1968/12/22,4.321,
1968/12/23,4.622,
1968/12/24,4.687,
1968/12/25,4.516,
1968/12/26,4.412,
1968/12/27,4.317,
1968/12/28,4.446,
1968/12/29,4.566,
1968/12/30,4.305,
1968/12/31,4.234,
1969/01/01,4.5,
1969/01/02,4.168,
1969/01/03,4.226,
1969/01/04,4.229,
1969/01/05,4.196,
1969/01/06,4.221,
1969/01/07,4.5,
1969/01/08,4.529,
1969/01/09,4.41,
1969/01/10,4.558,
1969/01/11,4.425,
1969/01/12,4.394,
1969/01/13,4.453,
1969/01/14,4.443,
1969/01/15,4.288,
1969/01/16,4.231,
1969/01/17,4.204,
1969/01/18,4.198,
1969/01/19,4.224,
1969/01/20,4.069,
1969/01/21,4.27,
1969/01/22,4.365,
1969/01/23,4.382,
1969/01/24,4.474,
1969/01/25,4.568,
1969/01/26,4.415,
1969/01/27,4.346,
1969/01/28,4.173,
1969/01/29,4.203,
1969/01/30,4.266,
1969/01/31,4.323,
1969/02/01,4.228,
1969/02/02,4.237,
1969/02/03,4.311,
1969/02/04,4.494,
1969/02/05,4.3,
1969/02/06,4.28,
1969/02/07,4.296,
1969/02/08,4.32,
1969/02/09,4.452,
1969/02/10,4.715,
1969/02/11,4.567,
1969/02/12,4.47,
1969/02/13,4.416,
1969/02/14,4.245,
1969/02/15,4.146,
1969/02/16,4.12,
1969/02/17,4.1,
1969/02/18,4.092,
1969/02/19,4.322,
1969/02/20,4.328,
1969/02/21,4.262,
1969/02/22,4.268,
1969/02/23,4.239,
1969/02/24,4.367,
1969/02/25,4.479,
1969/02/26,4.48,
1969/02/27,4.433,
1969/02/28,4.464,
1969/03/01,4.32,
1969/03/02,4.299,
1969/03/03,4.389,
1969/03/04,4.37,
1969/03/05,4.255,
1969/03/06,4.145,
1969/03/07,4.345,
1969/03/08,4.411,
1969/03/09,4.424,
1969/03/10,4.623,
1969/03/11,4.66,
1969/03/12,4.659,
1969/03/13,4.566,
1969/03/14,4.449,
1969/03/15,4.366,
1969/03/16,4.261,
1969/03/17,4.185,
1969/03/18,4.188,
1969/03/19,4.275,
1969/03/20,4.251,
1969/03/21,4.34,
1969/03/22,4.393,
1969/03/23,4.375,
1969/03/24,4.343,
1969/03/25,4.49,
1969/03/26,4.63,
1969/03/27,4.525,
1969/03/28,4.312,
1969/03/29,4.311,
1969/03/30,4.192,
1969/03/31,4.18,
1969/04/01,4.195,
1969/04/02,4.228,
1969/04/03,4.185,
1969/04/04,4.21,
1969/04/05,4.292,
1969/04/06,4.351,
1969/04/07,4.433,
1969/04/08,4.401,
1969/04/09,4.45,
1969/04/10,4.593,
1969/04/11,4.479,
1969/04/12,4.326,
1969/04/13,4.273,
1969/04/14,4.262,
1969/04/15,4.253,
1969/04/16,4.299,
1969/04/17,4.372,
1969/04/18,4.412,
1969/04/19,4.431,
1969/04/20,4.522,
1969/04/21,4.533,
1969/04/22,4.607,
1969/04/23,4.769,
1969/04/24,4.746,
1969/04/25,4.765,
1969/04/26,4.682,
1969/04/27,4.576,
1969/04/28,4.557,
1969/04/29,4.538,
1969/04/30,4.452,
1969/05/01,4.368,
1969/05/02,4.374,
1969/05/03,4.414,
1969/05/04,4.448,
1969/05/05,4.493,
1969/05/06,4.588,
1969/05/07,4.588,
1969/05/08,4.633,
1969/05/09,4.819,
1969/05/10,4.801,
1969/05/11,4.681,
1969/05/12,4.628,
1969/05/13,4.493,
1969/05/14,4.468,
1969/05/15,4.412,
1969/05/16,4.411,
1969/05/17,4.463,
1969/05/18,4.386,
1969/05/19,4.5,
1969/05/20,4.535,
1969/05/21,4.527,
1969/05/22,4.564,
1969/05/23,4.61,
1969/05/24,4.638,
1969/05/25,4.647,
1969/05/26,4.623,
1969/05/27,4.525,
1969/05/28,4.499,
1969/05/29,4.57,
1969/05/30,4.495,
1969/05/31,4.428,
1969/06/01,4.363,
1969/06/02,4.392,
1969/06/03,4.493,
1969/06/04,4.527,
1969/06/05,4.53,
1969/06/06,4.614,
1969/06/07,4.666,
1969/06/08,4.631,
1969/06/09,4.578,
1969/06/10,4.482,
1969/06/11,4.423,
1969/06/12,4.389,
1969/06/13,4.366,
1969/06/14,4.36,
1969/06/15,4.416,
1969/06/16,4.465,
1969/06/17,4.445,
1969/06/18,4.474,
1969/06/19,4.569,
1969/06/20,4.588,
1969/06/21,4.552,
1969/06/22,4.545,
1969/06/23,4.613,
1969/06/24,4.583,
1969/06/25,4.573,
1969/06/26,4.486,
1969/06/27,4.415,
1969/06/28,4.367,
1969/06/29,4.288,
1969/06/30,4.26,
1969/07/01,4.315,
1969/07/02,4.393,
1969/07/03,4.457,
1969/07/04,4.507,
1969/07/05,4.613,
1969/07/06,4.553,
1969/07/07,4.514,
1969/07/08,4.514,
1969/07/09,4.457,
1969/07/10,4.405,
1969/07/11,4.35,
1969/07/12,4.414,
1969/07/13,4.435,
1969/07/14,4.401,
1969/07/15,4.367,
1969/07/16,4.375,
1969/07/17,4.41,
1969/07/18,4.448,
1969/07/19,4.432,
1969/07/20,4.436,
1969/07/21,4.458,
1969/07/22,4.523,
1969/07/23,4.553,
1969/07/24,4.548,
1969/07/25,4.533,
1969/07/26,4.434,
1969/07/27,4.387,
1969/07/28,4.288,
1969/07/29,4.239,
1969/07/30,4.263,
1969/07/31,4.3,
1969/08/01,4.372,
1969/08/02,4.445,
1969/08/03,4.501,
1969/08/04,4.495,
1969/08/05,4.558,
1969/08/06,4.517,
1969/08/07,4.524,
1969/08/08,4.495,
1969/08/09,4.483,
1969/08/10,4.463,
1969/08/11,4.38,
1969/08/12,4.345,
1969/08/13,4.33,
1969/08/14,4.322,
1969/08/15,4.324,
1969/08/16,4.391,
1969/08/17,4.511,
1969/08/18,4.533,
1969/08/19,4.609,
1969/08/20,4.608,
1969/08/21,4.642,
1969/08/22,4.585,
1969/08/23,4.518,
1969/08/24,4.448,
1969/08/25,4.42,
1969/08/26,4.32,
1969/08/27,4.274,
1969/08/28,4.246,
1969/08/29,4.26,
1969/08/30,4.318,
1969/08/31,4.42,
1969/09/01,4.426,
1969/09/02,4.493,
1969/09/03,4.48,
1969/09/04,4.46,
1969/09/05,4.428,
1969/09/06,4.446,
1969/09/07,4.416,
1969/09/08,4.359,
1969/09/09,4.511,
1969/09/10,4.31,
1969/09/11,4.279,
1969/09/12,4.31,
1969/09/13,4.231,
1969/09/14,4.317,
1969/09/15,4.326,
1969/09/16,4.383,
1969/09/17,4.48,
1969/09/18,4.488,
1969/09/19,4.52,
1969/09/20,4.426,
1969/09/21,4.392,
1969/09/22,4.328,
1969/09/23,4.343,
1969/09/24,4.423,
1969/09/25,4.369,
1969/09/26,4.351,
1969/09/27,4.41,
1969/09/28,4.434,
1969/09/29,4.498,
1969/09/30,4.505,
1969/10/01,4.507,
1969/10/02,4.515,
1969/10/03,4.616,
1969/10/04,4.487,
1969/10/05,4.621,
1969/10/06,4.481,
1969/10/07,4.466,
1969/10/08,4.435,
1969/10/09,4.406,
1969/10/10,4.312,
1969/10/11,4.324,
1969/10/12,4.348,
1969/10/13,4.349,
1969/10/14,4.554,
1969/10/15,4.435,
1969/10/16,4.571,
1969/10/17,4.713,
1969/10/18,4.654,
1969/10/19,4.586,
1969/10/20,4.637,
1969/10/21,4.631,
1969/10/22,4.487,
1969/10/23,4.331,
1969/10/24,4.233,
1969/10/25,4.27,
1969/10/26,4.333,
1969/10/27,4.458,
1969/10/28,4.381,
1969/10/29,4.416,
1969/10/30,4.485,
1969/10/31,4.586,
1969/11/01,4.559,
1969/11/02,4.546,
1969/11/03,4.602,
1969/11/04,4.567,
1969/11/05,4.658,
1969/11/06,4.553,
1969/11/07,4.467,
1969/11/08,4.438,
1969/11/09,4.333,
1969/11/10,4.443,
1969/11/11,4.503,
1969/11/12,4.648,
1969/11/13,4.618,
1969/11/14,4.59,
1969/11/15,4.73,
1969/11/16,4.54,
1969/11/17,4.492,
1969/11/18,4.476,
1969/11/19,4.495,
