Station_Name,SAINT JOHN
Station_Number,65
Latitude_Decimal_Degrees,45.251
Longitude_Decimal_Degrees,66.063
Datum,CD
Time_Zone,AST
SLEV=Observed Water Level
Obs_date,SLEV(metres)
1953/03/04,4.507,
1953/03/05,4.412,
1953/03/06,4.243,
1953/03/07,4.301,
1953/03/08,4.333,
1953/03/09,4.495,
1953/03/10,4.338,
1953/03/11,4.384,
1953/03/12,4.226,
1953/03/13,4.151,
1953/03/14,4.305,
1953/03/15,4.141,
1953/03/16,4.315,
1953/03/17,4.311,
1953/03/18,4.388,
1953/03/19,4.396,
1953/03/20,4.378,
1953/03/21,4.398,
1953/03/22,4.367,
1953/03/23,4.361,
1953/03/24,4.402,
1953/03/25,4.416,
1953/03/26,4.439,
1953/03/27,4.412,
1953/03/28,4.429,
1953/03/29,4.407,
1953/03/30,4.556,
1953/03/31,4.555,
1953/04/01,4.534,
1953/04/02,4.557,
1953/04/03,4.548,
1953/04/04,4.547,
1953/04/05,4.586,
1953/04/06,4.648,
1953/04/07,4.736,
1953/04/08,4.737,
1953/04/09,4.659,
1953/04/10,4.616,
1953/04/11,4.611,
1953/04/12,4.523,
1953/04/13,4.493,
1953/04/14,4.441,
1953/04/15,4.355,
1953/04/16,4.401,
1953/04/17,4.595,
1953/04/18,4.581,
1953/04/19,4.658,
1953/04/20,4.835,
1953/04/21,4.765,
1953/04/22,4.617,
1953/04/23,4.683,
1953/04/24,4.565,
1953/04/25,4.431,
1953/04/26,4.456,
1953/04/27,4.49,
1953/04/28,4.519,
1953/04/29,4.452,
1953/04/30,4.402,
1953/05/01,4.427,
1953/05/02,4.538,
1953/05/03,4.493,
1953/05/04,4.529,
1953/05/05,4.638,
1953/05/06,4.68,
1953/05/07,4.655,
1953/05/08,4.617,
1953/05/09,4.552,
1953/05/10,4.482,
1953/05/11,4.366,
1953/05/12,4.278,
1953/05/13,4.25,
1953/05/14,4.278,
1953/05/15,4.358,
1953/05/16,4.41,
1953/05/17,4.493,
1953/05/18,4.604,
1953/05/19,4.672,
1953/05/20,4.495,
1953/05/21,4.565,
1953/05/22,4.557,
1953/05/23,4.562,
1953/05/24,4.453,
1953/05/25,4.471,
1953/05/26,4.44,
1953/05/27,4.456,
1953/05/28,4.433,
1953/05/29,4.32,
1953/05/30,4.345,
1953/05/31,4.383,
1953/06/01,4.469,
1953/06/02,4.506,
1953/06/03,4.462,
1953/06/04,4.521,
1953/06/05,4.538,
1953/06/06,4.515,
1953/06/07,4.444,
1953/06/08,4.259,
1953/06/09,4.314,
1953/06/10,4.278,
1953/06/11,4.225,
1953/06/12,4.198,
1953/06/13,4.225,
1953/06/14,4.293,
1953/06/15,4.361,
1953/06/16,4.344,
1953/06/17,4.393,
1953/06/18,4.424,
1953/06/19,4.483,
1953/06/20,4.493,
1953/06/21,4.458,
1953/06/22,4.424,
1953/06/23,4.433,
1953/06/24,4.316,
1953/06/25,4.266,
1953/06/26,4.235,
1953/06/27,4.205,
1953/06/28,4.18,
1953/06/29,4.225,
1953/06/30,4.265,
1953/07/01,4.355,
1953/07/02,4.403,
1953/07/03,4.554,
1953/07/04,4.498,
1953/07/05,4.467,
1953/07/06,4.428,
1953/07/07,4.413,
1953/07/08,4.343,
1953/07/09,4.319,
1953/07/10,4.13,
1953/07/11,4.176,
1953/07/12,4.148,
1953/07/13,4.202,
1953/07/14,4.257,
1953/07/15,4.253,
1953/07/16,4.324,
1953/07/17,4.375,
1953/07/18,4.385,
1953/07/19,4.369,
1953/07/20,4.403,
1953/07/21,4.409,
1953/07/22,4.39,
1953/07/23,4.393,
1953/07/24,4.348,
1953/07/25,4.138,
1953/07/26,4.118,
1953/07/27,4.134,
1953/07/28,4.214,
1953/07/29,4.274,
1953/07/30,4.312,
1953/07/31,4.461,
1953/08/01,4.451,
1953/08/02,4.523,
1953/08/03,4.477,
1953/08/04,4.409,
1953/08/05,4.372,
1953/08/06,4.329,
1953/08/07,4.147,
1953/08/08,4.175,
1953/08/09,4.219,
1953/08/10,4.187,
1953/08/11,4.203,
1953/08/12,4.193,
1953/08/13,4.261,
1953/08/14,4.311,
1953/08/15,4.422,
1953/08/16,4.398,
1953/08/17,4.437,
1953/08/18,4.454,
1953/08/19,4.447,
1953/08/20,4.388,
1953/08/21,4.291,
1953/08/22,4.224,
1953/08/23,4.218,
1953/08/24,4.187,
1953/08/25,4.12,
1953/08/26,4.156,
1953/08/27,4.221,
1953/08/28,4.342,
1953/08/29,4.439,
1953/08/30,4.549,
1953/08/31,4.509,
1953/09/01,4.47,
1953/09/02,4.446,
1953/09/03,4.37,
1953/09/04,4.3,
1953/09/05,4.301,
1953/09/06,4.272,
1953/09/07,4.26,
1953/09/08,4.26,
1953/09/09,4.231,
1953/09/10,4.233,
1953/09/11,4.265,
1953/09/12,4.34,
1953/09/13,4.448,
1953/09/14,4.496,
1953/09/15,4.441,
1953/09/16,4.505,
1953/09/17,4.535,
1953/09/18,4.468,
1953/09/19,4.378,
1953/09/20,4.342,
1953/09/21,4.343,
1953/09/22,4.22,
1953/09/23,4.102,
1953/09/24,4.058,
1953/09/25,4.138,
1953/09/26,4.32,
1953/09/27,4.368,
1953/09/28,4.528,
1953/09/29,4.404,
1953/09/30,4.45,
1953/10/01,4.368,
1953/10/02,4.278,
1953/10/03,4.23,
1953/10/04,4.242,
1953/10/05,4.14,
1953/10/06,4.296,
1953/10/07,4.342,
1953/10/08,4.078,
1953/10/09,4.188,
1953/10/10,4.273,
1953/10/11,4.298,
1953/10/12,4.35,
1953/10/13,4.217,
1953/10/14,4.23,
1953/10/15,4.289,
1953/10/16,4.356,
1953/10/17,4.309,
1953/10/18,4.231,
1953/10/19,4.245,
1953/10/20,4.233,
1953/10/21,4.141,
1953/10/22,4.115,
1953/10/23,4.234,
1953/10/24,4.261,
1953/10/25,4.305,
1953/10/26,4.405,
1953/10/27,4.335,
1953/10/28,4.472,
1953/10/29,4.46,
1953/10/30,4.426,
1953/10/31,4.333,
1953/11/01,4.313,
1953/11/02,4.308,
1953/11/03,4.337,
1953/11/04,4.269,
1953/11/05,4.101,
1953/11/06,4.072,
1953/11/07,4.226,
1953/11/08,4.281,
1953/11/09,4.318,
1953/11/10,4.299,
1953/11/11,4.326,
1953/11/12,4.374,
1953/11/13,4.355,
1953/11/14,4.364,
1953/11/15,4.478,
1953/11/16,4.468,
1953/11/17,4.445,
1953/11/18,4.342,
1953/11/19,4.248,
1953/11/20,4.203,
1953/11/21,4.178,
1953/11/22,4.224,
1953/11/23,4.385,
1953/11/24,4.44,
1953/11/25,4.514,
1953/11/26,4.586,
1953/11/27,4.491,
1953/11/28,4.436,
1953/11/29,4.443,
1953/11/30,4.319,
1953/12/01,4.335,
1953/12/02,4.35,
1953/12/03,4.375,
1953/12/04,4.321,
1953/12/05,4.352,
1953/12/06,4.199,
1953/12/07,4.468,
1953/12/08,4.171,
1953/12/09,4.342,
1953/12/10,4.571,
1953/12/11,4.273,
1953/12/12,4.528,
1953/12/13,4.546,
1953/12/14,4.652,
1953/12/15,4.808,
1953/12/16,4.463,
1953/12/17,4.457,
1953/12/18,4.347,
1953/12/19,4.29,
1953/12/20,4.284,
1953/12/21,4.357,
1953/12/22,4.434,
1953/12/23,4.465,
1953/12/24,4.265,
1953/12/25,4.469,
1953/12/26,4.501,
1953/12/27,4.417,
1953/12/28,4.494,
1953/12/29,4.44,
1953/12/30,4.473,
1953/12/31,4.426,
1954/01/01,4.265,
1954/01/02,4.266,
1954/01/03,4.309,
1954/01/04,4.276,
1954/01/05,4.258,
1954/01/06,4.348,
1954/01/07,4.423,
1954/01/08,4.231,
1954/01/09,4.227,
1954/01/10,4.312,
1954/01/11,4.431,
1954/01/12,4.359,
1954/01/13,4.324,
1954/01/14,4.316,
1954/01/15,4.393,
1954/01/16,4.385,
1954/01/17,4.316,
1954/01/18,4.05,
1954/01/19,4.111,
1954/01/20,4.232,
1954/01/21,4.29,
1954/01/22,4.125,
1954/01/23,4.228,
1954/01/24,4.243,
1954/01/25,4.399,
1954/01/26,4.487,
1954/01/27,4.4,
1954/01/28,4.419,
1954/01/29,4.425,
1954/01/30,4.498,
1954/01/31,4.378,
1954/02/01,4.162,
1954/02/02,4.288,
1954/02/03,4.284,
1954/02/04,4.316,
1954/02/05,4.504,
1954/02/06,4.414,
1954/02/07,4.328,
1954/02/08,4.375,
1954/02/09,4.599,
1954/02/10,4.606,
1954/02/11,4.563,
1954/02/12,4.388,
1954/02/13,4.152,
1954/02/14,4.161,
1954/02/15,4.115,
1954/02/16,4.155,
1954/02/17,4.217,
1954/02/18,4.193,
1954/02/19,4.233,
1954/02/20,4.14,
1954/02/21,4.177,
1954/02/22,4.347,
1954/02/23,4.227,
1954/02/24,4.403,
1954/02/25,4.499,
1954/02/26,4.516,
1954/02/27,4.523,
1954/02/28,4.409,
1954/03/01,4.295,
1954/03/02,4.342,
1954/03/03,4.228,
1954/03/04,4.344,
1954/03/05,4.206,
1954/03/06,4.193,
1954/03/07,4.285,
1954/03/08,4.325,
1954/03/09,4.329,
1954/03/10,4.499,
1954/03/11,4.502,
1954/03/12,4.295,
1954/03/13,4.462,
1954/03/14,4.542,
1954/03/15,4.559,
1954/03/16,4.367,
1954/03/17,4.332,
1954/03/18,4.261,
1954/03/19,4.31,
1954/03/20,4.438,
1954/03/21,4.5,
1954/03/22,4.431,
1954/03/23,4.369,
1954/03/24,4.367,
1954/03/25,4.284,
1954/03/26,4.504,
1954/03/27,4.34,
1954/03/28,4.323,
1954/03/29,4.491,
1954/03/30,4.293,
1954/03/31,4.47,
1954/04/01,4.372,
1954/04/02,4.334,
1954/04/03,4.249,
1954/04/04,4.075,
1954/04/05,4.086,
1954/04/06,4.166,
1954/04/07,4.268,
1954/04/08,4.465,
1954/04/09,4.279,
1954/04/10,4.359,
1954/04/11,4.401,
1954/04/12,4.388,
1954/04/13,4.436,
1954/04/14,4.346,
1954/04/15,4.359,
1954/04/16,4.289,
1954/04/17,4.497,
1954/04/18,4.515,
1954/04/19,4.346,
1954/04/20,4.345,
1954/04/21,4.368,
1954/04/22,4.496,
1954/04/23,4.503,
1954/04/24,4.51,
1954/04/25,4.618,
1954/04/26,4.713,
1954/04/27,4.758,
1954/04/28,4.757,
1954/04/29,4.685,
1954/04/30,4.495,
1954/05/01,4.388,
1954/05/02,4.364,
1954/05/03,4.372,
1954/05/04,4.442,
1954/05/05,4.501,
1954/05/06,4.619,
1954/05/07,4.634,
1954/05/08,4.605,
1954/05/09,4.662,
1954/05/10,4.731,
1954/05/11,4.767,
1954/05/12,4.679,
1954/05/13,4.538,
1954/05/14,4.463,
1954/05/15,4.449,
1954/05/16,4.468,
1954/05/17,4.518,
1954/05/18,4.478,
1954/05/19,4.45,
1954/05/20,4.465,
1954/05/21,4.46,
1954/05/22,4.499,
1954/05/23,4.48,
1954/05/24,4.462,
1954/05/25,4.616,
1954/05/26,4.595,
1954/05/27,4.446,
1954/05/28,4.418,
1954/05/29,4.39,
1954/05/30,4.411,
1954/05/31,4.28,
1954/06/01,4.241,
1954/06/02,4.293,
1954/06/03,4.431,
1954/06/04,4.448,
1954/06/05,4.518,
1954/06/06,4.561,
1954/06/07,4.628,
1954/06/08,4.601,
1954/06/09,4.515,
1954/06/10,4.493,
1954/06/11,4.489,
1954/06/12,4.425,
1954/06/13,4.372,
1954/06/14,4.306,
1954/06/15,4.265,
1954/06/16,4.221,
1954/06/17,4.21,
1954/06/18,4.276,
1954/06/19,4.346,
1954/06/20,4.358,
1954/06/21,4.436,
1954/06/22,4.437,
1954/06/23,4.545,
1954/06/24,4.657,
1954/06/25,4.529,
1954/06/26,4.496,
1954/06/27,4.558,
1954/06/28,4.453,
1954/06/29,4.308,
1954/07/01,4.228,
1954/07/02,4.323,
1954/07/03,4.397,
1954/07/04,4.422,
1954/07/05,4.457,
1954/07/06,4.644,
1954/07/07,4.674,
1954/07/08,4.61,
1954/07/09,4.542,
1954/07/10,4.463,
1954/07/11,4.402,
1954/07/12,4.386,
1954/07/13,4.448,
1954/07/14,4.441,
1954/07/15,4.433,
1954/07/16,4.364,
1954/07/17,4.29,
1954/07/18,4.326,
1954/07/19,4.388,
1954/07/20,4.442,
1954/07/21,4.505,
1954/07/22,4.592,
1954/07/23,4.633,
1954/07/24,4.607,
1954/07/25,4.501,
1954/07/26,4.412,
1954/07/27,4.338,
1954/07/28,4.292,
1954/07/29,4.229,
1954/07/30,4.248,
1954/07/31,4.266,
1954/08/01,4.338,
1954/08/02,4.375,
1954/08/03,4.426,
1954/08/04,4.524,
1954/08/05,4.526,
1954/08/06,4.534,
1954/08/07,4.514,
1954/08/08,4.51,
1954/08/09,4.423,
1954/08/10,4.437,
1954/08/11,4.499,
1954/08/12,4.378,
1954/08/13,4.276,
1954/08/14,4.237,
1954/08/15,4.233,
1954/08/16,4.344,
1954/08/17,4.374,
1954/08/18,4.36,
1954/08/19,4.453,
1954/08/20,4.493,
1954/08/21,4.483,
1954/08/22,4.472,
1954/08/23,4.408,
1954/08/24,4.429,
1954/08/25,4.382,
1954/08/26,4.37,
1954/08/27,4.283,
1954/08/28,4.258,
1954/08/29,4.267,
1954/08/30,4.277,
1954/08/31,4.411,
1954/09/01,4.424,
1954/09/02,4.368,
1954/09/03,4.439,
1954/09/04,4.397,
1954/09/05,4.398,
1954/09/06,4.464,
1954/09/07,4.491,
1954/09/08,4.389,
1954/09/09,4.321,
1954/09/10,4.285,
1954/09/11,4.528,
1954/09/12,4.168,
1954/09/13,4.141,
1954/09/14,4.215,
1954/09/15,4.31,
1954/09/16,4.351,
1954/09/17,4.453,
1954/09/18,4.575,
1954/09/19,4.642,
1954/09/20,4.72,
1954/09/21,4.67,
1954/09/22,4.629,
1954/09/23,4.413,
1954/09/24,4.305,
1954/09/25,4.325,
1954/09/26,4.408,
1954/09/27,4.413,
1954/09/28,4.414,
1954/09/29,4.303,
1954/09/30,4.344,
1954/10/01,4.352,
1954/10/02,4.418,
1954/10/03,4.433,
1954/10/04,4.479,
1954/10/05,4.474,
1954/10/06,4.498,
1954/10/07,4.396,
1954/10/08,4.354,
1954/10/09,4.327,
1954/10/10,4.464,
1954/10/11,4.333,
1954/10/12,4.243,
1954/10/13,4.325,
1954/10/14,4.269,
1954/10/15,4.335,
1954/10/16,4.529,
1954/10/17,4.582,
1954/10/18,4.519,
1954/10/19,4.555,
1954/10/20,4.613,
1954/10/21,4.61,
1954/10/22,4.418,
1954/10/23,4.384,
1954/10/24,4.233,
1954/10/25,4.27,
1954/10/26,4.324,
1954/10/27,4.459,
1954/10/28,4.345,
1954/10/29,4.423,
1954/10/30,4.57,
1954/10/31,4.392,
1954/11/01,4.445,
1954/11/02,4.358,
1954/11/03,4.621,
1954/11/04,4.587,
1954/11/05,4.499,
1954/11/06,4.462,
1954/11/07,4.348,
1954/11/08,4.315,
1954/11/09,4.23,
1954/11/10,4.119,
1954/11/11,4.198,
1954/11/12,4.135,
1954/11/13,4.259,
1954/11/14,4.521,
1954/11/15,4.328,
1954/11/16,4.508,
1954/11/17,4.478,
1954/11/18,4.419,
1954/11/19,4.402,
1954/11/20,4.413,
1954/11/21,4.501,
1954/11/22,4.383,
1954/11/23,4.294,
1954/11/24,4.373,
1954/11/25,4.414,
1954/11/26,4.356,
1954/11/27,4.375,
1954/11/28,4.434,
1954/11/29,4.43,
1954/11/30,4.376,
1954/12/01,4.415,
1954/12/02,4.479,
1954/12/03,4.582,
1954/12/04,4.635,
1954/12/05,4.588,
1954/12/06,4.413,
1954/12/07,4.529,
1954/12/08,4.331,
1954/12/09,4.345,
1954/12/10,4.375,
1954/12/11,4.285,
1954/12/12,4.299,
1954/12/13,4.234,
1954/12/14,4.345,
1954/12/15,4.742,
1954/12/16,4.623,
1954/12/17,4.458,
1954/12/18,4.553,
1954/12/19,4.653,
1954/12/20,4.513,
1954/12/21,4.471,
1954/12/22,4.552,
1954/12/23,4.368,
1954/12/24,4.423,
1954/12/25,4.187,
1954/12/26,4.224,
1954/12/27,4.157,
1954/12/28,4.285,
1954/12/29,4.235,
1954/12/30,4.529,
1954/12/31,4.429,
1955/01/01,4.466,
1955/01/02,4.498,
1955/01/03,4.513,
1955/01/04,4.568,
1955/01/05,4.448,
1955/01/06,4.556,
1955/01/07,4.461,
1955/01/08,4.361,
1955/01/09,4.344,
1955/01/10,4.442,
1955/01/11,4.436,
1955/01/12,4.453,
1955/01/13,4.556,
1955/01/14,4.625,
1955/01/15,4.748,
1955/01/16,4.57,
1955/01/17,4.528,
1955/01/18,4.456,
1955/01/19,4.5,
1955/01/20,4.392,
1955/01/21,4.305,
1955/01/22,4.379,
1955/01/23,4.395,
1955/01/24,4.314,
1955/01/25,4.273,
1955/01/26,4.264,
1955/01/27,4.397,
1955/01/28,4.165,
1955/01/29,4.21,
1955/01/30,4.388,
1955/01/31,4.273,
1955/02/01,4.296,
1955/02/02,4.354,
1955/02/03,4.293,
1955/02/04,4.255,
1955/02/05,4.256,
1955/02/06,4.237,
1955/02/07,4.246,
1955/02/08,4.228,
1955/02/09,4.245,
1955/02/10,4.35,
1955/02/11,4.536,
1955/02/12,4.733,
1955/02/13,4.291,
1955/02/14,4.29,
1955/02/15,4.382,
1955/02/16,4.438,
1955/02/17,4.363,
1955/02/18,4.33,
1955/02/19,4.284,
1955/02/20,4.198,
1955/02/21,4.204,
1955/02/22,4.231,
1955/02/23,4.278,
1955/02/24,4.148,
1955/02/25,4.186,
1955/02/26,4.199,
1955/02/27,4.285,
1955/02/28,4.388,
1955/03/01,4.632,
1955/03/02,4.598,
1955/03/03,4.248,
1955/03/04,4.311,
1955/03/05,4.425,
1955/03/06,4.384,
1955/03/07,4.344,
1955/03/08,4.118,
1955/03/09,4.185,
1955/03/10,4.231,
1955/03/11,4.409,
1955/03/12,4.22,
1955/03/13,4.394,
1955/03/14,4.314,
1955/03/15,4.342,
1955/03/16,4.55,
1955/03/17,4.373,
1955/03/18,4.318,
1955/03/19,4.32,
1955/03/20,4.194,
1955/03/21,4.152,
1955/03/22,4.31,
1955/03/23,4.533,
1955/03/24,4.32,
1955/03/25,4.259,
1955/03/26,4.243,
1955/03/27,4.389,
1955/03/28,4.423,
1955/03/29,4.48,
1955/03/30,4.553,
1955/03/31,4.57,
1955/04/01,4.567,
1955/04/02,4.476,
1955/04/03,4.37,
1955/04/04,4.423,
1955/04/05,4.345,
1955/04/06,4.427,
1955/04/07,4.415,
1955/04/08,4.37,
1955/04/09,4.273,
1955/04/10,4.34,
1955/04/11,4.35,
1955/04/12,4.315,
1955/04/13,4.38,
1955/04/14,4.374,
1955/04/15,4.538,
1955/04/16,4.492,
1955/04/17,4.49,
1955/04/18,4.45,
1955/04/19,4.451,
1955/04/20,4.453,
1955/04/21,4.403,
1955/04/22,4.429,
1955/04/23,4.432,
1955/04/24,4.372,
1955/04/25,4.478,
1955/04/26,4.65,
1955/04/27,4.698,
1955/04/28,4.693,
1955/04/29,4.759,
1955/04/30,4.808,
1955/05/01,4.641,
1955/05/02,4.559,
1955/05/03,4.455,
1955/05/04,4.499,
1955/05/05,4.533,
1955/05/06,4.586,
1955/05/07,4.541,
1955/05/08,4.556,
1955/05/09,4.607,
1955/05/10,4.615,
1955/05/11,4.608,
1955/05/12,4.653,
1955/05/13,4.662,
1955/05/14,4.656,
1955/05/15,4.643,
1955/05/16,4.695,
1955/05/17,4.654,
1955/05/18,4.632,
1955/05/19,4.546,
1955/05/20,4.416,
1955/05/21,4.243,
1955/05/22,4.191,
1955/05/23,4.206,
1955/05/24,4.162,
1955/05/25,4.496,
1955/05/26,4.515,
1955/05/27,4.51,
1955/05/28,4.505,
1955/05/29,4.53,
1955/05/30,4.535,
1955/05/31,4.393,
1955/06/01,4.375,
1955/06/02,4.322,
1955/06/03,4.318,
1955/06/04,4.362,
1955/06/05,4.38,
1955/06/06,4.368,
1955/06/07,4.403,
1955/06/08,4.473,
1955/06/09,4.485,
1955/06/10,4.507,
1955/06/11,4.494,
1955/06/12,4.515,
1955/06/13,4.63,
1955/06/14,4.623,
1955/06/15,4.595,
1955/06/16,4.496,
1955/06/17,4.363,
1955/06/18,4.237,
1955/06/19,4.204,
1955/06/20,4.219,
1955/06/21,4.223,
1955/06/22,4.281,
1955/06/23,4.325,
1955/06/24,4.362,
1955/06/25,4.463,
1955/06/26,4.469,
1955/06/27,4.44,
1955/06/28,4.364,
1955/06/29,4.334,
1955/06/30,4.286,
1955/07/01,4.27,
1955/07/02,4.252,
1955/07/03,4.223,
1955/07/04,4.221,
1955/07/05,4.252,
1955/07/06,4.261,
1955/07/07,4.268,
1955/07/08,4.273,
1955/07/09,4.225,
1955/07/10,4.319,
1955/07/11,4.424,
1955/07/12,4.444,
1955/07/13,4.39,
1955/07/14,4.458,
1955/07/15,4.418,
1955/07/16,4.384,
1955/07/17,4.318,
1955/07/18,4.251,
1955/07/19,4.176,
1955/07/20,4.158,
1955/07/21,4.213,
1955/07/22,4.32,
1955/07/23,4.45,
1955/07/24,4.439,
1955/07/25,4.488,
1955/07/26,4.505,
1955/07/27,4.456,
1955/07/28,4.432,
1955/07/29,4.348,
1955/07/30,4.266,
1955/07/31,4.23,
1955/08/01,4.259,
1955/08/02,4.265,
1955/08/03,4.23,
1955/08/04,4.196,
1955/08/05,4.238,
1955/08/06,4.22,
1955/08/07,4.336,
1955/08/08,4.286,
1955/08/09,4.313,
1955/08/10,4.309,
1955/08/11,4.41,
1955/08/12,4.448,
1955/08/13,4.355,
1955/08/14,4.262,
1955/08/15,4.183,
1955/08/16,4.125,
1955/08/17,4.149,
1955/08/18,4.116,
1955/08/19,4.189,
1955/08/20,4.305,
1955/08/21,4.332,
1955/08/22,4.373,
1955/08/23,4.443,
1955/08/24,4.406,
1955/08/25,4.386,
1955/08/26,4.431,
1955/08/27,4.511,
1955/08/28,4.421,
1955/08/29,4.305,
1955/08/30,4.316,
1955/08/31,4.3,
1955/09/01,4.255,
1955/09/02,4.116,
1955/09/03,4.125,
1955/09/04,4.124,
1955/09/05,4.2,
1955/09/06,4.308,
1955/09/07,4.464,
1955/09/08,4.442,
1955/09/09,4.412,
1955/09/10,4.354,
1955/09/11,4.352,
1955/09/12,4.377,
1955/09/13,4.194,
1955/09/14,4.121,
1955/09/15,4.118,
1955/09/16,4.101,
1955/09/17,4.127,
1955/09/18,4.11,
1955/09/19,4.286,
1955/09/20,4.249,
1955/09/21,4.244,
1955/09/22,4.236,
1955/09/23,4.345,
1955/09/24,4.367,
1955/09/25,4.4,
1955/09/26,4.318,
1955/09/27,4.28,
1955/09/28,4.306,
1955/09/29,4.225,
1955/09/30,4.224,
1955/10/01,4.182,
1955/10/02,4.079,
1955/10/03,4.146,
1955/10/04,4.169,
1955/10/05,4.217,
1955/10/06,4.285,
1955/10/07,4.39,
1955/10/08,4.426,
1955/10/09,4.407,
1955/10/10,4.358,
1955/10/11,4.382,
1955/10/12,4.323,
1955/10/13,4.226,
1955/10/14,4.293,
1955/10/15,4.364,
1955/10/16,4.404,
1955/10/17,4.332,
1955/10/18,4.448,
1955/10/19,4.458,
1955/10/20,4.365,
1955/10/21,4.343,
1955/10/22,4.335,
1955/10/23,4.325,
1955/10/24,4.48,
1955/10/25,4.467,
1955/10/26,4.431,
1955/10/27,4.335,
1955/10/28,4.176,
1955/10/29,4.261,
1955/10/30,4.216,
1955/10/31,4.215,
1955/11/01,4.239,
1955/11/02,4.282,
1955/11/03,4.327,
1955/11/04,4.391,
1955/11/05,4.528,
1955/11/06,4.613,
1955/11/07,4.543,
1955/11/08,4.487,
1955/11/09,4.378,
1955/11/10,4.316,
1955/11/11,4.373,
1955/11/12,4.32,
1955/11/13,4.216,
1955/11/14,4.349,
1955/11/15,4.249,
1955/11/16,4.308,
1955/11/17,4.455,
1955/11/18,4.18,
1955/11/19,4.341,
1955/11/20,4.495,
1955/11/21,4.415,
1955/11/22,4.391,
1955/11/23,4.394,
1955/11/24,4.46,
1955/11/25,4.304,
1955/11/26,4.331,
1955/11/27,4.281,
1955/11/28,4.277,
1955/11/29,4.357,
1955/11/30,4.076,
1955/12/01,4.101,
1955/12/02,4.172,
1955/12/03,4.244,
1955/12/04,4.33,
1955/12/05,4.54,
1955/12/06,4.506,
1955/12/07,4.405,
1955/12/08,4.4,
1955/12/09,4.377,
1955/12/10,4.4,
1955/12/11,4.148,
1955/12/12,4.161,
1955/12/13,4.13,
1955/12/14,4.097,
1955/12/15,4.284,
1955/12/16,4.363,
1955/12/17,4.238,
1955/12/18,4.247,
1955/12/19,4.255,
1955/12/20,4.239,
1955/12/21,4.222,
1955/12/22,4.276,
1955/12/23,4.286,
1955/12/24,4.351,
1955/12/25,4.471,
1955/12/26,4.132,
1955/12/27,4.245,
1955/12/28,4.038,
1955/12/29,4.101,
1955/12/30,4.242,
1955/12/31,4.295,
1956/01/01,4.193,
1956/01/02,4.114,
1956/01/03,4.252,
1956/01/04,4.363,
1956/01/05,4.341,
1956/01/06,4.297,
1956/01/07,4.199,
1956/01/08,4.303,
1956/01/09,4.35,
1956/01/10,4.34,
1956/01/11,4.253,
1956/01/12,4.29,
1956/01/13,4.367,
1956/01/14,4.34,
1956/01/15,4.416,
1956/01/16,4.415,
1956/01/17,4.413,
1956/01/18,4.415,
1956/01/19,4.365,
1956/01/20,4.479,
1956/01/21,4.49,
1956/01/22,4.449,
1956/01/23,4.481,
1956/01/24,4.498,
1956/01/25,4.269,
1956/01/26,4.175,
1956/01/27,4.114,
1956/01/28,4.068,
1956/01/29,4.249,
1956/01/30,4.216,
1956/01/31,4.176,
1956/02/01,4.133,
1956/02/02,4.274,
1956/02/03,4.263,
1956/02/04,4.309,
1956/02/05,4.417,
1956/02/06,4.286,
1956/02/07,4.287,
1956/02/08,4.289,
1956/02/09,4.228,
1956/02/10,4.233,
1956/02/11,4.228,
1956/02/12,4.314,
1956/02/13,4.323,
1956/02/14,4.221,
1956/02/15,4.295,
1956/02/16,4.232,
1956/02/17,4.215,
1956/02/18,4.41,
1956/02/19,4.46,
1956/02/20,4.491,
1956/02/21,4.446,
1956/02/22,4.384,
1956/02/23,4.246,
1956/02/24,4.084,
1956/02/25,4.252,
1956/02/26,4.322,
1956/02/27,4.146,
1956/02/28,4.175,
1956/02/29,4.243,
1956/03/01,4.193,
1956/03/02,4.33,
1956/03/03,4.342,
1956/03/04,4.31,
1956/03/05,4.291,
1956/03/06,4.305,
1956/03/07,4.348,
1956/03/08,4.443,
1956/03/09,4.197,
1956/03/10,4.053,
1956/03/11,4.183,
1956/03/12,4.074,
1956/03/13,4.069,
1956/03/14,4.18,
1956/03/15,4.05,
1956/03/16,4.158,
1956/03/17,4.513,
1956/03/18,4.455,
1956/03/19,4.462,
1956/03/20,4.443,
1956/03/21,4.488,
1956/03/22,4.522,
1956/03/23,4.444,
1956/03/24,4.23,
1956/03/25,4.236,
1956/03/26,4.242,
1956/03/27,4.209,
1956/03/28,4.14,
1956/03/29,4.204,
1956/03/30,4.437,
1956/03/31,4.51,
1956/04/01,4.478,
1956/04/02,4.42,
1956/04/03,4.435,
1956/04/04,4.515,
1956/04/05,4.531,
1956/04/06,4.385,
1956/04/07,4.319,
1956/04/08,4.416,
1956/04/09,4.373,
1956/04/10,4.251,
1956/04/11,4.244,
1956/04/12,4.241,
1956/04/13,4.283,
1956/04/14,4.321,
1956/04/15,4.36,
1956/04/16,4.603,
1956/04/17,4.713,
1956/04/18,4.733,
1956/04/19,4.709,
1956/04/20,4.588,
1956/04/21,4.53,
1956/04/22,4.491,
1956/04/23,4.397,
1956/04/24,4.215,
1956/04/25,4.18,
1956/04/26,4.223,
1956/04/27,4.228,
1956/04/28,4.332,
1956/04/29,4.362,
1956/04/30,4.474,
1956/05/01,4.497,
1956/05/02,4.509,
1956/05/03,4.652,
1956/05/04,4.658,
